strategy,timeframe,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles
donchian_breakout,5m,1,1153,0.49262792714657416,0.8275194396770924,-0.04795781206418923,67.33127391066725,36.959426460574036,-55.29535731001018,5,,,0.6,,0.006,0.006,48
donchian_breakout,5m,2,1028,0.49513618677042803,0.8266160554050895,-0.04829827728708391,56.600436845787854,32.60241191364319,-49.65062905112226,8,,,0.8,,0.006,0.006,48
donchian_breakout,5m,3,972,0.492798353909465,0.8185576707905428,-0.05090100565726518,57.06006303368835,28.295540717425208,-49.47577749886175,8,,,1.0,,0.006,0.006,48
donchian_breakout,5m,4,991,0.4934409687184662,0.8183985467669963,-0.050989183604948446,59.78642826253053,28.761223536910844,-50.53028095250391,10,,,0.8,,0.006,0.006,48
donchian_breakout,5m,5,947,0.48891235480464623,0.8181501727585619,-0.05082086238560338,57.00906866162505,27.64370080115405,-48.1273566791664,12,,,0.8,,0.006,0.006,48
donchian_breakout,5m,6,1099,0.4895359417652411,0.8165927040144901,-0.05137749007501961,66.98440579779165,31.4687258979126,-56.463861592446555,5,,,0.8,,0.006,0.006,48
donchian_breakout,5m,7,1020,0.49019607843137253,0.814234525016255,-0.05214568630074361,62.709271137544214,28.422769080873863,-53.18860002675848,5,,,1.0,,0.006,0.006,48
donchian_breakout,5m,8,1066,0.4896810506566604,0.813983275444417,-0.052209579839578184,62.8493387839019,29.636442467996847,-55.65541210899034,8,,,0.6,,0.006,0.006,48
donchian_breakout,5m,9,977,0.4616171954964176,0.8115779594493996,-0.05036631078474675,54.63014766183777,28.963699843239713,-49.207885636697576,12,,,0.8,,0.006,0.005,48
donchian_breakout,5m,10,977,0.4841351074718526,0.8086510875531379,-0.05384538148131624,61.034274534224096,25.563287607797143,-52.60693770724597,12,,,0.6,,0.006,0.006,48
donchian_breakout,5m,11,949,0.48998946259220233,0.8073241827133332,-0.054477704419641754,61.67908260767044,24.230350646018376,-51.699341494240024,10,,,1.0,,0.006,0.006,48
donchian_breakout,5m,12,1026,0.48927875243664715,0.8043053436824892,-0.05557597072802277,64.52884910208473,25.06908166571492,-57.02094596695136,10,,,0.6,,0.006,0.006,48
donchian_breakout,5m,13,942,0.4596602972399151,0.8035863847429944,-0.052761614242383195,53.98878260763637,25.668826914440796,-49.70144061632497,12,,,1.0,,0.006,0.005,48
