strategy,timeframe,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles,min_quality_score,min_body_to_range,min_close_location,min_range_expansion,min_atr_expansion,min_ema20_slope_pct,min_ema_alignment_strength,min_breakout_distance_pct
donchian_breakout,15m,79,1351,0.4167283493708364,0.7692754880225051,-0.08749799296261405,122.20910681701075,-10.13384202930331,-118.20978849249158,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.25,1.0,0.0,0.0,0.0005
donchian_breakout,15m,80,1349,0.41512231282431433,0.7691208241954742,-0.08752221179346803,121.77664683151025,-10.151524319116028,-118.06746370938838,3,,,0.4,,0.012,0.008,24,3,0.4,0.85,1.25,1.0,0.0,0.0,0.0
donchian_breakout,15m,81,1361,0.4180749448934607,0.7680606367140929,-0.0879848092879859,123.74664376546797,-10.871674110593045,-119.7473254409488,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.25,0.9,0.0,0.0,0.0005
donchian_breakout,15m,82,1303,0.41442824251726784,0.7680086130102245,-0.08850554507278138,119.11411193652403,-11.087160093871702,-115.32272522983415,3,,,0.4,,0.012,0.008,24,3,0.6,0.85,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,83,1297,0.41788743253662297,0.767401115398773,-0.08845099442224223,116.03728611641705,-10.965325896006584,-114.72093976564817,3,,,0.4,,0.012,0.008,24,4,0.4,0.7,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,84,1359,0.4142752023546726,0.7673751800847881,-0.08823579762117259,123.85251832870867,-11.196927738268863,-119.91244896717355,3,,,0.4,,0.012,0.008,24,3,0.4,0.85,1.0,1.0,0.0,0.0,0.0
donchian_breakout,15m,85,1365,0.41611721611721614,0.7673282927607309,-0.08842147042035275,124.4272948425625,-11.499907086616162,-120.6953071237815,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.25,1.0,0.0,0.0,0.0005
donchian_breakout,15m,86,1328,0.4186746987951807,0.7668688485102423,-0.08848972844042671,120.76195008658921,-11.278870917253581,-117.51435936888667,3,,,0.4,,0.012,0.008,24,3,0.4,0.85,1.25,0.9,0.0,0.0,0.0005
donchian_breakout,15m,87,1366,0.4143484626647145,0.7656926646418617,-0.08894942045529321,125.21541837050647,-12.22980026203534,-121.50490834193052,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.25,1.0,0.0,0.0,0.0005
donchian_breakout,15m,88,1373,0.41369264384559357,0.7654647857928905,-0.08902760345371105,125.96688726072631,-12.399859485739576,-122.23489954194527,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.0,0.9,0.0,0.0,0.0005
