strategy,timeframe,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles
donchian_breakout,15m,1,507,0.4477317554240631,0.9116338920110867,-0.034056105858412476,30.378911432535542,23.302875479976862,-17.266445670215127,3,,,0.4,,0.012,0.008,24
donchian_breakout,15m,2,475,0.4378947368421053,0.9114246068625956,-0.03416602912207052,30.489019461612706,21.779848106259006,-16.228863832983496,3,,,0.6,,0.012,0.008,24
donchian_breakout,15m,3,472,0.4300847457627119,0.9111199926063879,-0.03799729880883771,34.10252900557459,19.833208245526805,-17.9347250377714,3,,,0.4,,0.012,0.008,36
donchian_breakout,15m,4,522,0.4846743295019157,0.9048471133993479,-0.03782151851581663,34.062547149058716,22.025977725834046,-19.74283266525628,3,,,0.4,,0.009,0.008,36
donchian_breakout,15m,5,441,0.4421768707482993,0.9021927679409467,-0.038541718351749105,21.87114449012708,18.290418374228334,-16.996897793121356,3,,,0.8,,0.012,0.008,24
donchian_breakout,15m,6,491,0.48676171079429736,0.8972520601890296,-0.041437329287080195,34.734561226724665,18.941848059267322,-20.345728679956377,3,,,0.6,,0.009,0.008,36
donchian_breakout,15m,7,444,0.43018018018018017,0.8846109589318355,-0.050044735449788824,36.44290628286136,13.305459644151416,-22.219862539706238,3,,,0.6,,0.012,0.008,36
donchian_breakout,15m,8,513,0.4678362573099415,0.8751599408427638,-0.046728735595575596,37.30980949307639,17.07498863492368,-23.97184136053028,3,,,0.6,,0.009,0.008,24
donchian_breakout,15m,9,460,0.4782608695652174,0.8718657220140771,-0.05256054271752976,30.976369287761727,12.627201230428478,-24.17784965006369,3,,,0.8,,0.009,0.008,36
donchian_breakout,15m,10,413,0.423728813559322,0.861010574766445,-0.061538954971273534,29.449490198155424,7.627462581896784,-25.41558840313597,3,,,0.8,,0.012,0.008,36
donchian_breakout,15m,11,546,0.47619047619047616,0.8598805465312676,-0.05247277596608085,40.35567314908897,15.035878673989448,-28.650135677480144,3,,,0.4,,0.009,0.008,24
donchian_breakout,15m,12,457,0.4726477024070022,0.8476144890514148,-0.06326421732945149,38.7542080579041,7.651313205722949,-28.911747319559332,5,,,0.6,,0.009,0.008,36
donchian_breakout,15m,13,406,0.42857142857142855,0.8447749887478394,-0.06367861937187765,32.487126161988044,6.629132187892829,-25.853519464982327,3,,,1.0,,0.012,0.008,24
