strategy,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles
donchian_breakout,20,3940,0.2814720812182741,0.5129326528188292,-0.07939831987291292,313.07330222382467,2.371568328054309,-312.8293802992769,10,,,1.2,,0.006,0.002,45
donchian_breakout,21,4073,0.3010066290203781,0.5128054283480721,-0.08414629533565901,342.79941289535304,-16.894618749638973,-342.7278609021391,10,,,1.0,,0.006,0.0025,45
donchian_breakout,22,4238,0.3596035865974516,0.5122395500161054,-0.08290993578171485,351.4438598361239,-12.337242740003521,-351.37230784290756,10,,,1.0,,0.004,0.003,45
donchian_breakout,23,2988,0.31258366800535475,0.5112564312292737,-0.08829266043182651,264.5270073954606,-24.788384724187335,-263.81846937029763,30,,,1.5,,0.006,0.003,45
donchian_breakout,24,3815,0.36120576671035387,0.5101060357746602,-0.08332303321693361,317.94892371581574,-12.682444700481911,-317.87737172260177,20,,,1.0,,0.004,0.003,45
donchian_breakout,25,3368,0.29572446555819476,0.5092316253671799,-0.08473496902390848,285.7981624818844,-15.953757175393932,-285.3873756725238,30,,,1.0,,0.006,0.0025,45
donchian_breakout,26,3383,0.3585574933490984,0.5090636246115154,-0.08394865693277202,284.36512579730294,-13.36365186431345,-283.99830640356777,30,,,1.2,,0.004,0.003,45
donchian_breakout,27,3318,0.2796865581675708,0.5088405085725803,-0.08032343699703556,266.6305019300336,-1.0735933935214053,-266.513163956164,20,,,1.5,,0.006,0.002,45
donchian_breakout,28,3711,0.34384263001886284,0.5082002046707981,-0.08048992830231362,298.76967592309865,-1.8188514704740555,-298.69812392988587,20,,,1.2,,0.004,0.0025,45
donchian_breakout,29,3151,0.35544271659790544,0.5081107087013061,-0.08425479907257745,265.6248706768502,-13.412236772400508,-265.48687187769156,30,,,1.5,,0.004,0.003,45
donchian_breakout,30,4058,0.342533267619517,0.5069580520916411,-0.08123306285694301,329.7153210666908,-5.005771382027549,-329.64376907347474,10,,,1.2,,0.004,0.0025,45
donchian_breakout,31,3517,0.3559852146715951,0.5056384072643269,-0.0845999455036169,297.6095603294336,-16.184482129072215,-297.5380083362206,30,,,1.0,,0.004,0.003,45
donchian_breakout,32,3331,0.27559291504052835,0.5049589729565572,-0.08102117706518513,270.1911795395946,-3.4029019649176764,-269.8815408041317,30,,,1.2,,0.006,0.002,45
donchian_breakout,33,3763,0.2785011958543715,0.5038353967881424,-0.08114428267952677,305.4174877162714,-4.30765878657384,-305.3459357230592,20,,,1.0,,0.006,0.002,45
donchian_breakout,34,3576,0.27824384787472034,0.5038200513981141,-0.08137746563897234,291.1231550988344,-4.927788240261223,-291.0058171249651,10,,,1.5,,0.006,0.002,45
donchian_breakout,35,3033,0.29409825255522587,0.5035719743565126,-0.08650363073671392,262.8907806073865,-19.733405386608002,-262.3655120244533,30,,,1.5,,0.006,0.0025,45
donchian_breakout,36,3409,0.33939571721912587,0.5028782211114745,-0.08189152642533049,279.1682135839522,-6.450793901512244,-279.1682135839516,20,,,1.5,,0.004,0.0025,45
donchian_breakout,37,3106,0.2736638763683194,0.5007617799972682,-0.08193701988446218,254.49638376114285,-6.018791277650581,-254.49638376113953,30,,,1.5,,0.006,0.002,45
donchian_breakout,38,3887,0.34139439156161566,0.500708153719978,-0.08204362070024603,318.97510565507076,-7.9467323547981845,-318.9035536618563,20,,,1.0,,0.004,0.0025,45
donchian_breakout,39,3667,0.3373329697300245,0.5005905702097466,-0.08241765249037283,302.2255316822004,-8.869079313922743,-302.2255316821972,10,,,1.5,,0.004,0.0025,45
donchian_breakout,40,3439,0.3381797034021518,0.49996352536153577,-0.08254237083788014,284.23693054692393,-8.746711996268271,-283.8632133114698,30,,,1.2,,0.004,0.0025,45
donchian_breakout,41,4211,0.27736879601044884,0.49931809915316544,-0.08198543046065923,345.3121996630484,-8.363993267142929,-345.24064766983605,10,,,1.0,,0.006,0.002,45
donchian_breakout,42,4346,0.33847215830648875,0.49805919474701305,-0.08301540339457336,360.85649514603364,-13.110187227706945,-360.78494315281586,10,,,1.0,,0.004,0.0025,45
donchian_breakout,43,3487,0.31574419271580156,0.4969686378557595,-0.07865695338758313,274.2767964625054,4.685077568525059,-274.2767964625024,20,,,1.5,,0.004,0.002,45
donchian_breakout,44,3464,0.2722286374133949,0.4968654609437829,-0.08262195949379098,286.51210642195434,-9.086102127342905,-286.20246768649196,30,,,1.0,,0.006,0.002,45
donchian_breakout,45,4174,0.3169621466219454,0.4968382292724848,-0.07867424601112889,328.4578548436665,5.535911514153677,-328.386302850452,10,,,1.2,,0.004,0.002,45
donchian_breakout,46,3261,0.31340079730144127,0.496617951280836,-0.07866345925776874,256.96525429058886,4.360203441792873,-256.52154063958386,30,,,1.5,,0.004,0.002,45
donchian_breakout,47,3196,0.3341677096370463,0.49631565531336164,-0.0835262761705417,267.03080335533525,-11.274488436425857,-266.9499786410513,30,,,1.5,,0.004,0.0025,45
donchian_breakout,48,3806,0.3176563321071992,0.4956197572926131,-0.07878349611834343,299.92153821962853,4.631866520193017,-299.84998622641507,20,,,1.2,,0.004,0.002,45
donchian_breakout,49,3578,0.33566238121855785,0.49426624868342867,-0.08360461929091004,299.208879816089,-12.902488818403459,-299.1373278228761,30,,,1.0,,0.004,0.0025,45
donchian_breakout,50,3767,0.3132466153437749,0.49211960184895626,-0.0797394243194815,300.3784114114904,0.9819813810656487,-300.3784114114868,10,,,1.5,,0.004,0.002,45
donchian_breakout,51,3517,0.3139038953653682,0.4907217889158947,-0.0797783862671937,281.13031052378665,0.7797273892354735,-280.58058450172024,30,,,1.2,,0.004,0.002,45
donchian_breakout,52,3772,0.30328738069989397,0.4900078342461086,-0.07942158349508291,300.8756162575108,2.1826601205954956,-299.57821294345274,20,,,1.2,,0.006,0.0025,30
donchian_breakout,53,3734,0.3133369041242635,0.48981179239507283,-0.08187584197027746,306.84123490712375,-7.007196795734281,-305.724393917016,20,,,1.2,,0.006,0.003,30
donchian_breakout,54,4476,0.3136729222520107,0.487940034230939,-0.08046964944477487,360.2537029080277,-2.102992111656967,-360.1821509148123,10,,,1.0,,0.004,0.002,45
donchian_breakout,55,3992,0.3151302605210421,0.4875201677089154,-0.0804510483971224,321.2321371945262,-1.8013057236020895,-321.16058520131264,20,,,1.0,,0.004,0.002,45
donchian_breakout,56,4095,0.3145299145299145,0.4864538742103073,-0.08209334599999916,337.72033309709,-8.575682142853685,-336.17225186999656,10,,,1.2,,0.006,0.003,30
