strategy,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles
donchian_breakout,147,4096,0.3603515625,0.43626159874950426,-0.08273035913111722,339.0834310010605,-11.188026211540723,-338.8635510010561,10,,,1.5,,0.003,0.0025,30
donchian_breakout,148,4900,0.36244897959183675,0.4358285082697401,-0.0825511221199088,404.723737685556,-12.505500587788191,-404.5004983875531,10,,,1.0,,0.003,0.0025,30
donchian_breakout,149,4534,0.27701808557565066,0.4346436735766892,-0.08112837824484116,367.8758790145468,-5.1181142077929405,-367.83606696210984,10,,,1.2,,0.006,0.0025,20
donchian_breakout,150,3726,0.273215244229737,0.4346300286070592,-0.08201750311625158,305.6370286635885,-7.520224701033819,-305.5972166111534,30,,,1.2,,0.006,0.0025,20
donchian_breakout,151,3505,0.36861626248216833,0.4335453661793758,-0.08639019609421972,303.01751731024183,-22.40659995022019,-302.79763731024013,30,,,1.5,,0.003,0.003,30
donchian_breakout,152,3943,0.3697692112604616,0.43353322279403333,-0.08585999946020886,338.76921716960294,-23.115223961188036,-338.54597787160355,30,,,1.0,,0.003,0.003,30
donchian_breakout,153,3530,0.35807365439093486,0.4329577299627233,-0.0840562996566276,296.9386177878972,-14.324467574925372,-296.7187377878954,30,,,1.5,,0.003,0.0025,30
donchian_breakout,154,4135,0.3598548972188634,0.4327718646455163,-0.08329092726165253,344.6312235249338,-13.613429598772745,-344.40798422693325,20,,,1.2,,0.003,0.0025,30
donchian_breakout,155,4276,0.2738540692235734,0.4324099776942768,-0.08158067026982042,348.87875812618836,-6.761650734045745,-348.83894607375214,20,,,1.0,,0.006,0.0025,20
donchian_breakout,156,3723,0.27531560569433255,0.4322675232090787,-0.08218737853176789,306.0360278732449,-8.146869021380365,-305.98361027377183,20,,,1.5,,0.006,0.0025,20
donchian_breakout,157,4659,0.34470916505687915,0.4318715674614573,-0.07990680821277733,372.5090587613293,0.4343542783817855,-372.2858194633296,10,,,1.2,,0.003,0.002,30
donchian_breakout,158,3868,0.2797311271975181,0.43138704208232426,-0.08438558254844747,326.4432453498296,-16.97022138594919,-326.4034332973948,30,,,1.0,,0.006,0.003,20
donchian_breakout,159,3586,0.3418851087562744,0.4308517970265939,-0.0805405924185669,289.03844441298315,-1.939340149040483,-288.8185644129809,30,,,1.5,,0.003,0.002,30
donchian_breakout,160,3453,0.2733854619171735,0.43059219181126956,-0.08313132262988433,287.10487464046304,-10.816783754492414,-287.0524570409906,30,,,1.5,,0.006,0.0025,20
donchian_breakout,161,3703,0.2824736699972995,0.43055769604913574,-0.08477944370785154,313.99069764964776,-17.705362195052235,-313.9382800501742,20,,,1.5,,0.006,0.003,20
donchian_breakout,162,3978,0.3574660633484163,0.4302622086750075,-0.08408176039321896,334.70048214222487,-16.24374034036115,-334.47724284422503,30,,,1.0,,0.003,0.0025,30
donchian_breakout,163,3780,0.3582010582010582,0.4300370058234359,-0.08431308702056117,318.923348937724,-16.309992934895213,-318.70346893772125,20,,,1.5,,0.003,0.0025,30
donchian_breakout,164,4104,0.3701267056530214,0.4300161920910461,-0.08651236752760419,355.2699956312873,-26.737451313813086,-355.0467563332876,20,,,1.2,,0.003,0.003,30
donchian_breakout,165,4044,0.2821463897131553,0.4290782264762625,-0.08441367796080758,341.44320762241887,-17.85605609594425,-341.36891367350586,10,,,1.5,,0.006,0.003,20
donchian_breakout,166,3876,0.34262125902992774,0.4290218735448588,-0.08062171273162631,312.7129978457822,-2.4107228369183633,-312.4897585477836,30,,,1.2,,0.003,0.002,30
donchian_breakout,167,3752,0.3686034115138593,0.42893662163927965,-0.08713897425090698,327.1653113894056,-26.79614984934272,-326.945431389403,20,,,1.5,,0.003,0.003,30
donchian_breakout,168,4172,0.3425215723873442,0.4287290759424661,-0.08067157301331083,336.78168261153576,-2.8029237810451986,-336.5618026115328,10,,,1.5,,0.003,0.002,30
donchian_breakout,169,3434,0.28013977868375073,0.42849489114702777,-0.08573484000215419,294.4658581668702,-19.701321095835784,-294.41344056739746,30,,,1.5,,0.006,0.003,20
donchian_breakout,170,4073,0.27473606678124235,0.42840973161131646,-0.08251936313485143,336.32559999716295,-10.265472237144717,-336.1013660482499,10,,,1.5,,0.006,0.0025,20
donchian_breakout,171,3840,0.3416666666666667,0.4276921775278249,-0.08093056469817697,310.99324844100215,-3.5747983603436984,-310.77336844099955,20,,,1.5,,0.003,0.002,30
donchian_breakout,172,3898,0.27244740892765523,0.42709541350250335,-0.08313628512182894,324.1050514573247,-12.230131457472185,-324.0652394048892,30,,,1.0,,0.006,0.0025,20
donchian_breakout,173,4306,0.3685555039479796,0.42699366668342736,-0.0869895694969046,374.80032555167185,-30.10912990563346,-374.5770862536712,20,,,1.0,,0.003,0.003,30
donchian_breakout,174,4211,0.3419615293279506,0.42594385513241956,-0.08090353051017866,340.908006276361,-3.8062894941600045,-340.68476697836235,20,,,1.2,,0.003,0.002,30
donchian_breakout,175,5010,0.34251497005988024,0.4255761670117002,-0.08098067025849336,405.9363972930519,-4.915124044669585,-405.71315799505174,10,,,1.0,,0.003,0.002,30
donchian_breakout,176,4842,0.2829409334985543,0.4255209051711926,-0.08451740562499949,409.27309008868457,-21.88203084858693,-409.2332780362475,10,,,1.0,,0.006,0.003,20
donchian_breakout,177,4346,0.3561895996318454,0.4245617592798238,-0.08504609349259118,369.8335616168026,-21.939097957984472,-369.61032231880125,20,,,1.0,,0.003,0.0025,30
donchian_breakout,178,4051,0.3386818069612441,0.4226230214850603,-0.08189565506613848,331.9825379709259,-7.682371621575615,-331.759298672927,30,,,1.0,,0.003,0.002,30
donchian_breakout,179,4127,0.2599951538647928,0.42234805713858503,-0.08141850360647683,336.0539764363654,-5.856506986724568,-336.0141643839299,20,,,1.2,,0.006,0.002,20
donchian_breakout,180,3776,0.2579449152542373,0.42178030618882867,-0.08194039607586306,309.4467476348943,-7.329867529470724,-309.4069355824589,30,,,1.2,,0.006,0.002,20
donchian_breakout,181,4891,0.27458597423839703,0.42116266113634154,-0.08328394107618022,407.3815678560356,-16.06818307682819,-407.34175580359744,10,,,1.0,,0.006,0.0025,20
donchian_breakout,182,4630,0.3047516198704104,0.42098956736700954,-0.0834897959623331,386.5975673580412,-16.164220993999795,-386.5577553056022,10,,,1.2,,0.004,0.003,20
donchian_breakout,183,3563,0.29722144260454675,0.42084072242966375,-0.08274401504121753,294.8693431913321,-9.78083792702891,-294.8169255918581,30,,,1.5,,0.004,0.0025,20
donchian_breakout,184,3496,0.25886727688787187,0.42075221156686893,-0.08234420477323419,287.9277574867005,-8.198619334960737,-287.87533988722674,30,,,1.5,,0.006,0.002,20
donchian_breakout,185,3543,0.3042619249223822,0.4196119163645172,-0.08525989430689958,302.12822312881906,-18.643262834478964,-302.0758055293452,30,,,1.5,,0.004,0.003,20
donchian_breakout,186,3605,0.2843273231622746,0.41920985839071145,-0.08036056685816391,289.7522611231547,-1.3003636691485292,-289.6998435236809,30,,,1.5,,0.004,0.002,20
donchian_breakout,187,4605,0.26210640608034746,0.41916060641476915,-0.08164203506128921,376.0178629062035,-7.564597296155267,-375.9615714572368,10,,,1.2,,0.006,0.002,20
donchian_breakout,188,4428,0.33830171635049683,0.4186263170290371,-0.08237240067881373,364.9682295037866,-10.50919388334053,-364.7449902057872,20,,,1.0,,0.003,0.002,30
donchian_breakout,189,3773,0.2605353829843626,0.41845644161471024,-0.08229776141787734,310.56187142912466,-8.672922998850755,-310.5094538296512,20,,,1.5,,0.006,0.002,20
donchian_breakout,190,4342,0.2593274988484569,0.41832182441842347,-0.08179291680998416,355.1846568413863,-7.787959972940369,-355.1448447889512,20,,,1.0,,0.006,0.002,20
donchian_breakout,191,3856,0.2946058091286307,0.41776507513896843,-0.08316152093970054,320.71063679592254,-12.195703024695195,-320.6708247434853,30,,,1.2,,0.004,0.0025,20
donchian_breakout,192,3830,0.30156657963446476,0.4173370966645566,-0.08551139428715704,327.54845217224766,-21.11708695459324,-327.50864011981145,30,,,1.2,,0.004,0.003,20
donchian_breakout,193,4677,0.2965576224075262,0.41689090271534673,-0.082268127824323,384.8078458867987,-10.612278745856944,-384.7680338343586,10,,,1.2,,0.004,0.0025,20
donchian_breakout,194,4202,0.2950975725844836,0.41688468928868677,-0.08260150366985744,347.13133047317905,-10.935892777852112,-347.09151842074095,20,,,1.2,,0.004,0.0025,20
donchian_breakout,195,3952,0.25733805668016196,0.4160822230053622,-0.08267867330877784,326.7859289687251,-10.590353057513047,-326.74611691629,30,,,1.0,,0.006,0.002,20
donchian_breakout,196,4176,0.3022030651340996,0.4157830799724222,-0.08507491668276515,355.31266411966493,-21.201332600267392,-355.2728520672273,20,,,1.2,,0.004,0.003,20
donchian_breakout,197,3839,0.29643136233394113,0.41532588629361866,-0.08310834840349518,319.1053671204935,-11.937724610862315,-319.052949521018,20,,,1.5,,0.004,0.0025,20
donchian_breakout,198,4131,0.2602275478092472,0.41457261328094586,-0.08267099184822466,341.5662849244885,-11.038282638071273,-341.51386732501607,10,,,1.5,,0.006,0.002,20
donchian_breakout,199,3818,0.3040859088528025,0.4145670896694606,-0.0855676498796727,326.7497048400655,-21.2657935580136,-326.6972872405904,20,,,1.5,,0.004,0.003,20
donchian_breakout,200,4429,0.2937457665387221,0.4136981566516852,-0.08324650609379661,368.73858754186375,-14.384529301145616,-368.69877548942515,20,,,1.0,,0.004,0.0025,20
donchian_breakout,201,4400,0.3009090909090909,0.41329220346715073,-0.08552554839366906,376.3522249845823,-24.322141788859433,-376.3124129321439,20,,,1.0,,0.004,0.003,20
donchian_breakout,202,4016,0.30104581673306774,0.4129773036873251,-0.0863600023642224,346.86158154715395,-25.55199029083348,-346.82176949471716,30,,,1.0,,0.004,0.003,20
donchian_breakout,203,3906,0.2805939580133128,0.4126303564680022,-0.08146126424394834,318.22751018929847,-5.709982129714052,-318.1876981368622,30,,,1.2,,0.004,0.002,20
donchian_breakout,204,4044,0.29376854599406527,0.41247158155590563,-0.08420682637131527,340.5722178980363,-17.019213531011342,-340.53240584559893,30,,,1.0,,0.004,0.0025,20
donchian_breakout,205,3885,0.28365508365508363,0.41187577092662236,-0.08123420631892693,315.64730914850554,-4.7968102731403235,-315.5948915490311,20,,,1.5,,0.004,0.002,20
donchian_breakout,206,4964,0.2610797743755036,0.411246715277964,-0.08264040491380473,410.2667820445626,-13.112214878077914,-410.22696999212667,10,,,1.0,,0.006,0.002,20
donchian_breakout,207,4161,0.3020908435472242,0.41119869452304614,-0.08558926807106641,356.1893620431827,-23.266250944084977,-356.13694444370736,10,,,1.5,,0.004,0.003,20
donchian_breakout,208,5009,0.301856658015572,0.41022532662557054,-0.08581196852639118,429.87196240113315,-29.123799868640855,-429.8321503486934,10,,,1.0,,0.004,0.003,20
donchian_breakout,209,4260,0.28145539906103284,0.40985074864749127,-0.08140437145927365,346.82243446894296,-5.985016423075014,-346.7826224165058,20,,,1.2,,0.004,0.002,20
donchian_breakout,210,3662,0.3394320043691972,0.4095253220744474,-0.0833326347182556,305.38398833825426,-12.208991935026015,-305.164108338252,30,,,1.5,,0.003,0.003,20
donchian_breakout,211,4191,0.294201861130995,0.40924244688823164,-0.08384440229949579,351.444307636663,-16.118337372135716,-351.39189003718684,10,,,1.5,,0.004,0.0025,20
donchian_breakout,212,4747,0.282704866231304,0.4090558374208572,-0.0813252466345304,386.090757826554,-6.293463159379618,-386.05094577411586,10,,,1.2,,0.004,0.002,20
donchian_breakout,213,3682,0.33079847908745247,0.40860768704197703,-0.08150567496656805,300.32377522690604,-5.546113672372515,-300.10389522690355,30,,,1.5,,0.003,0.0025,20
donchian_breakout,214,3961,0.33678364049482457,0.4081427419593531,-0.08326720167448559,330.028660285603,-12.946564458420756,-329.8213858326374,30,,,1.2,,0.003,0.003,20
donchian_breakout,215,5060,0.29367588932806327,0.40777635465224027,-0.08409996104931651,425.5856149619828,-20.75410455136205,-425.5458029095415,10,,,1.0,,0.004,0.0025,20
donchian_breakout,216,3984,0.32831325301204817,0.40719029516380023,-0.08146267351301825,324.75456572883064,-5.829623125114753,-324.5472912758647,30,,,1.2,,0.003,0.0025,20
donchian_breakout,217,4099,0.2793364235179312,0.4061640511678933,-0.0825633416956256,338.4669496628054,-10.51134214722816,-338.4271376103693,30,,,1.0,,0.004,0.002,20
donchian_breakout,218,4494,0.27992879394748554,0.40564348437688635,-0.08210349195967119,369.0129049191995,-9.456875617009112,-368.97309286676233,20,,,1.0,,0.004,0.002,20
donchian_breakout,219,4248,0.2813088512241055,0.4040330894671283,-0.08234646615138606,349.86020581056243,-9.971776921856737,-349.807788211088,10,,,1.5,,0.004,0.002,20
donchian_breakout,220,4793,0.3359065303567703,0.40341774231978106,-0.08327772208068092,399.3573963856717,-15.716408496102105,-399.15012193270366,10,,,1.2,,0.003,0.003,20
donchian_breakout,221,3725,0.316241610738255,0.40338181116838484,-0.07972540350248544,297.19700804676063,1.023281265748039,-296.97712804675825,30,,,1.5,,0.003,0.002,20
donchian_breakout,222,4833,0.32733291951169047,0.4018151979725564,-0.081647112647931,394.8077698804196,-7.963680899810417,-394.6004954274505,10,,,1.2,,0.003,0.0025,20
donchian_breakout,223,5132,0.2803975058456742,0.4009831422903327,-0.08265692392580946,424.23514563969275,-13.640789903215406,-424.19533358725414,10,,,1.0,,0.004,0.002,20
donchian_breakout,224,4342,0.3263473053892216,0.4005623477102837,-0.08212890894680558,356.8109970999967,-9.247421615676075,-356.6037226470298,20,,,1.2,,0.003,0.0025,20
donchian_breakout,225,3966,0.3285426122037317,0.39974488362164406,-0.08264590131733754,327.99352462456454,-10.49784376206553,-327.7736446245607,20,,,1.5,,0.003,0.0025,20
donchian_breakout,226,4320,0.33449074074074076,0.3996529094449493,-0.08440912781596559,364.85470661793806,-19.055054186645993,-364.64743216497135,20,,,1.2,,0.003,0.003,20
donchian_breakout,227,4153,0.3339754394413677,0.3993034905069086,-0.08501269379117399,353.26499176771136,-20.826047733839054,-353.05771731474556,30,,,1.0,,0.003,0.003,20
donchian_breakout,228,3947,0.33696478337978214,0.39882442026091014,-0.0849798835790383,335.63548048646794,-19.66346587281326,-335.41560048646414,20,,,1.5,,0.003,0.003,20
donchian_breakout,229,4302,0.33542538354253837,0.3986965387021505,-0.08452291789988012,363.8374728052885,-19.46537895686702,-363.6175928052843,10,,,1.5,,0.003,0.003,20
donchian_breakout,230,4329,0.3268653268653269,0.3978418235753688,-0.08265699699514338,358.0420199919803,-11.50674268905132,-357.8221399919757,10,,,1.5,,0.003,0.0025,20
donchian_breakout,231,4038,0.31203566121842496,0.3973611536391802,-0.08066124354643503,325.9173758934696,-2.671169908468059,-325.7101014405047,30,,,1.2,,0.003,0.002,20
donchian_breakout,232,4178,0.3250359023456199,0.39701002272762964,-0.08348579702975241,349.0109344432719,-14.569487785419746,-348.80365999030556,30,,,1.0,,0.003,0.0025,20
donchian_breakout,233,4013,0.31447794667331175,0.3940805506555682,-0.08111909208146487,325.75079652292146,-4.492713608361849,-325.5309165229185,20,,,1.5,,0.003,0.002,20
donchian_breakout,234,4554,0.3309178743961353,0.3923275518199353,-0.08580170216261272,390.94822610150567,-26.43152425824159,-390.7409516485383,20,,,1.0,,0.003,0.003,20
donchian_breakout,235,4580,0.3222707423580786,0.39140727214317733,-0.0839567882803091,384.7293647767835,-18.12934206063994,-384.5220903238157,20,,,1.0,,0.003,0.0025,20
donchian_breakout,236,5184,0.3315972222222222,0.39128041556610926,-0.0858634353827056,445.3233234769146,-30.408212308869356,-445.11604902394583,10,,,1.0,,0.003,0.003,20
donchian_breakout,237,4402,0.3109950022716947,0.3909496950017252,-0.08143002259712762,358.6622339255214,-6.297478463941319,-358.45495947255574,20,,,1.2,,0.003,0.002,20
donchian_breakout,238,4908,0.3117359413202934,0.3904840213224053,-0.08142689903409836,399.85049491232166,-7.006022868502186,-399.6432204593548,10,,,1.2,,0.003,0.002,20
donchian_breakout,239,5229,0.3230063109581182,0.3904780354317128,-0.08398133270915106,439.3456631891213,-20.826719423920483,-439.13838873615094,10,,,1.0,,0.003,0.0025,20
donchian_breakout,240,4386,0.3125854993160055,0.3902468130665446,-0.08161165664503642,358.1686060451327,-7.0715546669965255,-357.9487260451297,10,,,1.5,,0.003,0.002,20
donchian_breakout,241,4233,0.3097094259390503,0.39002506628177297,-0.08194992106532445,347.10129032248335,-8.257318797037208,-346.8940158695184,30,,,1.0,,0.003,0.002,20
donchian_breakout,242,4642,0.3076260232658337,0.3838749192331333,-0.0826668359346527,383.94672686162374,-12.38440617112625,-383.7394524086578,20,,,1.0,,0.003,0.002,20
donchian_breakout,243,5303,0.30869319253252875,0.38306529165958086,-0.08265574507355941,438.53069057805277,-14.089051745783863,-438.32341612508554,10,,,1.0,,0.003,0.002,20
