strategy,timeframe,rank,total_trades,wins,losses,win_rate,gross_profit,gross_loss,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,average_holding_candles,gross_pnl_before_fees,total_fees,net_expectancy,gross_expectancy,fee_expectancy,gross_profit_before_fees,gross_loss_before_fees,gross_profit_factor,net_profit_factor,flats,average_winner,median_winner,average_loser,median_loser,payoff_ratio,break_even_win_rate,actual_minus_break_even_win_rate,median_holding,holding_p25,holding_p75,holding_p95,raw_entry_signals,completed_trades,suppressed_signals,suppression_rate,raw_signals_per_opened_trade,positive_months,negative_months,profitable_month_percentage,best_month,worst_month,positive_pnl_concentration_top_2_months,take_profit_exits,take_profit_exit_percentage,take_profit_net_pnl,stop_loss_exits,stop_loss_exit_percentage,stop_loss_net_pnl,max_holding_exits,max_holding_exit_percentage,max_holding_net_pnl,strategy_exit_exits,strategy_exit_exit_percentage,strategy_exit_net_pnl,monthly_diagnostics,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles,min_quality_score,min_body_to_range,min_close_location,min_range_expansion,min_atr_expansion,min_ema20_slope_pct,min_ema_alignment_strength,min_breakout_distance_pct,min_close_location_filter
short_momentum_pullback_continuation,15m,1,206,82,124,0.39805825242718446,67.03485984681197,79.24517729349175,0.8459172171265671,-0.059273385663494084,16.937350239989822,4.2679753631749495,-12.210317446679781,15.927184466019417,4.2679753631749495,16.478292809854732,-0.059273385663494084,0.020718327005703637,0.07999171266919773,73.81850157757671,69.55052621440177,1.061365105276388,0.8459172171265671,0,0.8174982908147802,1.1204799999999966,-0.6390740104313851,-0.8803199999999953,1.2791918893133456,0.4387520000789714,-0.04069374765178696,19.0,8.0,24.0,24.0,331,206,125,0.3776435045317221,1.6067961165048543,4,8,0.3333333333333333,2025-05,2025-04,0.6767777428803016,51,0.24757281553398058,57.14448000000005,73,0.35436893203883496,-64.26336000000008,82,0.39805825242718446,-5.091437446679773,0,0.0,0.0,"[{""month"":""2025-01"",""trades"":16,""profit_factor"":0.7633573759232308,""expectancy"":-0.11761121641612937,""net_pnl"":-1.88177946265807,""profitable"":false},{""month"":""2025-02"",""trades"":28,""profit_factor"":1.2396251416826467,""expectancy"":0.08832931352987945,""net_pnl"":2.4732207788366245,""profitable"":true},{""month"":""2025-03"",""trades"":17,""profit_factor"":1.070782568445643,""expectancy"":0.02616059355080485,""net_pnl"":0.44473009036368244,""profitable"":true},{""month"":""2025-04"",""trades"":14,""profit_factor"":0.29945164150406495,""expectancy"":-0.37447039661511655,""net_pnl"":-5.242585552611632,""profitable"":false},{""month"":""2025-05"",""trades"":18,""profit_factor"":1.787925801160719,""expectancy"":0.17519928640078622,""net_pnl"":3.153587155214152,""profitable"":true},{""month"":""2025-06"",""trades"":12,""profit_factor"":0.4462261358255754,""expectancy"":-0.2689877808732798,""net_pnl"":-3.2278533704793575,""profitable"":false},{""month"":""2025-07"",""trades"":15,""profit_factor"":0.46579152225026177,""expectancy"":-0.2456974599028828,""net_pnl"":-3.685461898543242,""profitable"":false},{""month"":""2025-08"",""trades"":16,""profit_factor"":0.40640177008381917,""expectancy"":-0.25163548088888493,""net_pnl"":-4.026167694222159,""profitable"":false},{""month"":""2025-09"",""trades"":17,""profit_factor"":0.6257479627539106,""expectancy"":-0.09583146096378457,""net_pnl"":-1.6291348363843376,""profitable"":false},{""month"":""2025-10"",""trades"":14,""profit_factor"":1.6048759529946495,""expectancy"":0.21115382984796455,""net_pnl"":2.9561536178715038,""profitable"":true},{""month"":""2025-11"",""trades"":20,""profit_factor"":0.9071269353540792,""expectancy"":-0.04312731753226373,""net_pnl"":-0.8625463506452746,""profitable"":false},{""month"":""2025-12"",""trades"":19,""profit_factor"":0.8678641010082033,""expectancy"":-0.035919995969561615,""net_pnl"":-0.6824799234216707,""profitable"":false}]",,,,,,0.012,0.008,24,,,,,,,,,
