strategy,timeframe,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles
donchian_breakout,5m,1,1161,0.49956933677863913,0.8536834047594292,-0.041126453107941226,63.50248888677482,45.15024804089658,-47.74781205831977,5,,,0.4,,0.006,0.006,60
donchian_breakout,5m,2,1007,0.5014895729890765,0.848330780430172,-0.04280764658617963,52.77466628966638,37.46768696250211,-43.107300112282886,8,,,0.8,,0.006,0.006,60
donchian_breakout,5m,3,1064,0.49906015037593987,0.8477246016461244,-0.042886107979790825,54.81655522707171,39.504983102743644,-45.63081889049744,8,,,0.4,,0.006,0.006,60
donchian_breakout,5m,4,1015,0.39113300492610836,0.8467735174935894,-0.05253576135099795,64.63744544978132,27.887357171605718,-53.323797771262925,3,,,0.4,,0.012,0.006,60
donchian_breakout,5m,5,1125,0.49777777777777776,0.8421610685587508,-0.04470819785967938,68.22100380537015,39.71916507389024,-50.296722592139304,5,,,0.6,,0.006,0.006,60
donchian_breakout,5m,6,1074,0.4972067039106145,0.8409790833665508,-0.04510259860195823,63.087410329662546,37.494807024306574,-48.44019089850313,5,,,0.8,,0.006,0.006,60
donchian_breakout,5m,7,1192,0.4949664429530201,0.8385531543534207,-0.044547611428125904,63.18001441172067,42.2761576407302,-53.10075282232608,5,,,0.4,,0.006,0.006,48
donchian_breakout,5m,8,1063,0.3951081843838194,0.8374521872142183,-0.05360132472036664,65.10408657301791,28.073021030662527,-56.978208177749735,3,,,0.4,,0.012,0.006,48
donchian_breakout,5m,9,1041,0.49759846301633043,0.8350032661617612,-0.046935182046722784,57.952331568710264,34.43424918903719,-48.859524510638416,8,,,0.6,,0.006,0.006,60
donchian_breakout,5m,10,1079,0.35588507877664505,0.8281667917279546,-0.05631109681660456,70.7761822255861,25.57055475678639,-60.75967346511632,3,,,0.4,,0.012,0.005,60
donchian_breakout,5m,11,935,0.38823529411764707,0.8281392077357289,-0.059598688153203995,61.497662482553395,19.082859720642524,-55.724773423245736,3,,,0.8,,0.012,0.006,60
donchian_breakout,5m,12,957,0.3845350052246604,0.8280736106637747,-0.059317917859761385,67.08421024843875,19.800672877359297,-56.76724739179164,5,,,0.4,,0.012,0.006,60
donchian_breakout,5m,13,1153,0.49262792714657416,0.8275194396770924,-0.04795781206418923,67.33127391066725,36.959426460574036,-55.29535731001018,5,,,0.6,,0.006,0.006,48
donchian_breakout,5m,14,1028,0.49513618677042803,0.8266160554050895,-0.04829827728708391,56.600436845787854,32.60241191364319,-49.65062905112226,8,,,0.8,,0.006,0.006,48
donchian_breakout,5m,15,1091,0.4912923923006416,0.8261695742605311,-0.048328771882283475,58.020268496948674,34.56713673112116,-52.726690123571274,8,,,0.4,,0.006,0.006,48
donchian_breakout,5m,16,981,0.3843017329255861,0.8241895967952615,-0.060827720266350006,67.48635456262865,18.815532631763347,-59.67199358128936,3,,,0.6,,0.012,0.006,60
donchian_breakout,5m,17,934,0.39400428265524623,0.8235847655385633,-0.05817373621006916,61.32971666127984,20.39388793496939,-54.334269620204594,8,,,0.4,,0.012,0.006,48
donchian_breakout,5m,18,1004,0.39243027888446214,0.8231497795144996,-0.05833083325484456,65.9730555801018,21.76454923182879,-58.56415658786394,5,,,0.4,,0.012,0.006,48
donchian_breakout,5m,19,1124,0.3683274021352313,0.8219642603798948,-0.056032887894648165,70.0053315022753,26.94981393198826,-62.98096599358453,3,,,0.4,,0.012,0.005,48
donchian_breakout,5m,20,1209,0.49296939619520264,0.8215077768191127,-0.051674790747558694,79.36200337513108,34.25888153881705,-62.47482201379846,3,,,0.6,,0.006,0.006,60
donchian_breakout,5m,21,1258,0.49364069952305245,0.8212023475437035,-0.05166221263316823,76.38030990470291,35.66320178818962,-64.99106349252564,3,,,0.4,,0.006,0.006,60
donchian_breakout,5m,22,1134,0.4947089947089947,0.8203853283282113,-0.05209597024643278,74.82825621312627,31.655832073374565,-59.07683025945477,3,,,0.8,,0.006,0.006,60
donchian_breakout,5m,23,1025,0.3951219512195122,0.8197314123719263,-0.05969934187780824,66.12886431964733,20.81650117571684,-61.191825424753446,3,,,0.6,,0.012,0.006,48
donchian_breakout,5m,24,987,0.3566362715298885,0.8183732255288417,-0.05990607475394102,65.31580214640306,19.840640474049838,-59.12729578213978,3,,,0.8,,0.012,0.005,60
